"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,54,"LKA","Sri Lanka",87,2024,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,55,"CMR","Cameroon",41.3,2017,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,55,"CMR","Cameroon",43.2,2018,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,55,"CMR","Cameroon",45.6,2021,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,55,"CMR","Cameroon",65.5,2024,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,57,"COG","Congo (Rep. of the)",4,2017,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,57,"COG","Congo (Rep. of the)",16.7,2018,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,57,"COG","Congo (Rep. of the)",14.7,2021,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,57,"COG","Congo (Rep. of the)",27.6,2024,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,58,"COM","Comoros",4,2017,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,58,"COM","Comoros",1.5,2018,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,58,"COM","Comoros",3.7,2021,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,58,"COM","Comoros",39.2,2024,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,59,"CPV","Cabo Verde",5.8,2017,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,59,"CPV","Cabo Verde",5.1,2018,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,59,"CPV","Cabo Verde",17.7,2021,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,59,"CPV","Cabo Verde",51.5,2024,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
90014,"gci_overall","Global Cybersecurity Index - Overall Score",,,61,"CIV","Côte d'Ivoire",41.6,2017,"","Global Cybersecurity Index","Global Cybersecurity Index - Overall Score"
